OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU54	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Acremonium	NA
OTU759	Fungi	NA	NA	NA	NA	NA	NA
OTU117	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU188	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	NA	NA
OTU99	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	NA
OTU61	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU107	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU93	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU38	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	NA
OTU7	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera misumaiensis 
OTU32	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA
OTU3089	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	NA
OTU66	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Kregervanrija	NA
OTU184	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU50	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	NA
OTU259	Fungi	Basidiomycota	Microbotryomycetes	NA	NA	NA	NA
OTU172	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	NA
OTU997	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Halomycetaceae	Paranamyces	Paranamyces uniporus 
OTU1994	Fungi	NA	NA	NA	NA	NA	NA
OTU237	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	NA
OTU170	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola nigrescens 
OTU52	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU73	Fungi	Ascomycota	Laboulbeniomycetes	Pyxidiophorales	NA	NA	NA
OTU105	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU113	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys miodochialis 
OTU92	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	NA
OTU220	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	NA
OTU9	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	NA
OTU738	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU529	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU436	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
OTU3057	Fungi	NA	NA	NA	NA	NA	NA
OTU732	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU17	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	NA
OTU2756	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
OTU547	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU30	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU1136	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	NA	NA	NA
OTU87	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces patagonicus 
OTU249	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Neopestalotiopsis	NA
OTU3130	Fungi	Basidiomycota	Tremellomycetes	Holtermanniales	NA	Holtermanniella	NA
OTU464	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU85	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU489	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU163	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	NA	NA
OTU307	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU72	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Kregervanrija	Kregervanrija fluxuum 
OTU140	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	NA	NA
OTU362	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Pezicula	NA
OTU1368	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU20	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
OTU439	Fungi	NA	NA	NA	NA	NA	NA
OTU2188	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU37	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU187	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU3409	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU796	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	NA	NA
OTU1328	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU127	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	NA
OTU88	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	NA
OTU642	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU176	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
OTU79	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1276	Fungi	Ascomycota	Sordariomycetes	Sordariales	Pleurotheciaceae	NA	NA
OTU476	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Acremonium	Acremonium fusidioides 
OTU329	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	NA
OTU181	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU43	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU671	Fungi	NA	NA	NA	NA	NA	NA
OTU1217	Fungi	NA	NA	NA	NA	NA	NA
OTU770	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
OTU1844	Fungi	NA	NA	NA	NA	NA	NA
OTU928	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma victoriae 
OTU478	Fungi	Mucoromycota	NA	NA	NA	Bifiguratus	Bifiguratus adelaidae 
OTU262	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU459	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum lineola 
OTU1145	Fungi	NA	NA	NA	NA	NA	NA
OTU291	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
OTU3592	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terricola 
OTU191	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU758	Fungi	NA	NA	NA	NA	NA	NA
OTU384	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium pinicola 
OTU426	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU323	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis rosea 
OTU152	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	NA
OTU1721	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Valsonectria	Valsonectria pulchella 
OTU120	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella tassiana 
OTU883	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU435	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA
OTU665	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	NA	NA	NA
OTU3940	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
OTU460	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1260	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Alphamycetaceae	Betamyces	Betamyces americae-meridionalis 
OTU3208	Fungi	NA	NA	NA	NA	NA	NA
OTU400	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1286	Fungi	NA	NA	NA	NA	NA	NA
OTU1979	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU3642	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella exigua 
OTU168	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	NA	NA
OTU3767	Fungi	NA	NA	NA	NA	NA	NA
OTU233	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
OTU115	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula babjevae 
OTU772	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	NA
OTU2852	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Catenariaceae	NA	NA
OTU1034	Fungi	NA	NA	NA	NA	NA	NA
OTU637	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU996	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU2048	Fungi	NA	NA	NA	NA	NA	NA
OTU78	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU116	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	Lycoperdon pratense 
OTU2265	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1426	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1233	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Striaticonidium	Striaticonidium humicola 
OTU311	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis pratorum 
OTU517	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU2551	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU203	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	Articulospora proliferata 
OTU388	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora	NA
OTU480	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	NA
OTU165	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	NA	NA
OTU808	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU438	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU292	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Phialocephala	Phialocephala bamuru 
OTU3173	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2111	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	NA
OTU336	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU3256	Fungi	NA	NA	NA	NA	NA	NA
OTU471	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	NA	NA
OTU2855	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	Cadophora	Cadophora luteo-olivacea 
OTU303	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	NA	NA
OTU360	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	NA	NA
OTU365	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps	Metacordyceps chlamydosporia 
OTU109	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU463	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Mariannaea	NA
OTU366	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	NA
OTU53	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Kurtzmanomyces	NA
OTU3542	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	NA
OTU2629	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	Fusicolla septimanifiniscientiae 
OTU22	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	NA
OTU96	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella pseudozygospora 
OTU1776	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU577	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU537	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
OTU261	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	NA
OTU536	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	NA
OTU320	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus laccatum 
OTU980	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
OTU69	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU197	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	NA
OTU762	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU3709	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU123	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU1312	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU180	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU2621	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	NA	NA	NA
OTU3358	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Flagelloscypha	NA
OTU179	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU274	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA
OTU349	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus laccatum 
OTU884	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Aspergillaceae	Aspergillus	NA
OTU2795	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
OTU2784	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU3782	Fungi	NA	NA	NA	NA	NA	NA
OTU514	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	NA	NA
OTU251	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1374	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	NA	NA
OTU33	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU147	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium floriforme 
OTU2576	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
OTU287	Fungi	NA	NA	NA	NA	NA	NA
OTU3317	Fungi	NA	NA	NA	NA	NA	NA
OTU200	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	NA	NA	NA
OTU844	Fungi	NA	NA	NA	NA	NA	NA
OTU977	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	NA	NA
OTU209	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU387	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Pseudocosmospora	NA
OTU108	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU445	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
OTU1482	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	NA	NA	NA
OTU183	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	Vermispora	Vermispora fusarina 
OTU3842	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella schmuckeri 
OTU91	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Krasilnikovozyma	NA
OTU3575	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU3067	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylella	NA
OTU3778	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	Cadophora	Cadophora melinii 
OTU248	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	NA
OTU296	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1105	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU422	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1928	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella exigua 
OTU126	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU427	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytridiaceae	NA	NA
OTU3193	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
OTU315	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Thelebolus	Thelebolus globosus 
OTU964	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Phallus	Phallus rugulosus 
OTU3719	Fungi	NA	NA	NA	NA	NA	NA
OTU468	Fungi	Anthophyta	Eudicotyledonae	Rosales	Rosaceae	Prunus	NA
OTU586	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU648	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Calvatia	Calvatia cyathiformis 
OTU440	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	NA	NA	NA
OTU499	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma radicina 
OTU185	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	NA
OTU667	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	NA
OTU175	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma aggressivum 
OTU1046	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU354	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	NA
OTU2995	Fungi	NA	NA	NA	NA	NA	NA
OTU663	Fungi	Chytridiomycota	Lobulomycetes	Lobulomycetales	NA	NA	NA
OTU846	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	NA	NA	NA
OTU370	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	NA
OTU1402	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU67	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	NA
OTU3366	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
OTU509	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
OTU47	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU864	Fungi	NA	NA	NA	NA	NA	NA
OTU266	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Gliomastix	Gliomastix roseogrisea 
OTU3243	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU97	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Krasilnikovozyma	NA
OTU936	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU2458	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU3363	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cosmospora	NA
OTU2124	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	NA	NA	NA
OTU3998	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU3798	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella angusta 
OTU2362	Fungi	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	NA	NA
OTU572	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1936	Fungi	NA	NA	NA	NA	NA	NA
OTU621	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU343	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Dictyochaeta	Dictyochaeta siamensis 
OTU515	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	NA
OTU106	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
OTU3683	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU3870	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terrea 
OTU612	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU534	Fungi	Ascomycota	Sordariomycetes	Branch06	NA	NA	NA
OTU1651	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU228	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	NA
OTU710	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces trachyspermus 
OTU1023	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU2556	Fungi	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium	NA
OTU269	Fungi	Ascomycota	Laboulbeniomycetes	NA	NA	NA	NA
OTU3752	Fungi	Ascomycota	Sordariomycetes	Branch06	NA	NA	NA
OTU110	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU1292	Fungi	NA	NA	NA	NA	NA	NA
OTU484	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU2892	Fungi	Ascomycota	Sordariomycetes	Branch06	NA	NA	NA
OTU1005	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU2423	Fungi	NA	NA	NA	NA	NA	NA
OTU82	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma victoriae 
OTU867	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	NA
OTU210	Fungi	NA	NA	NA	NA	NA	NA
OTU1522	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU1082	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU81	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU795	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	NA
OTU391	Fungi	Basidiomycota	Tremellomycetes	Holtermanniales	NA	Holtermanniella	Holtermanniella wattica 
OTU693	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium longisporum 
OTU3445	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1405	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
OTU1247	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU630	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU829	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU135	Fungi	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium	NA
OTU764	Fungi	Zoopagomycota	NA	NA	NA	NA	NA
OTU153	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	NA
OTU335	Fungi	Basidiomycota	Microbotryomycetes	NA	Chrysozymaceae	NA	NA
OTU375	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
OTU27	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
OTU1018	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU593	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	NA
OTU495	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	NA
OTU3889	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	NA	NA	NA
OTU3177	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1393	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1129	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1734	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU214	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU649	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
OTU2331	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	NA	NA
OTU1794	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys phyllophila 
OTU247	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU1011	Fungi	NA	NA	NA	NA	NA	NA
OTU505	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	NA
OTU810	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Dictyosporium	Dictyosporium strelitziae 
OTU1024	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	NA	NA
OTU1123	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia gladioli 
OTU1806	Fungi	NA	NA	NA	NA	NA	NA
OTU2307	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU212	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	NA
OTU2047	Fungi	NA	NA	NA	NA	NA	NA
